Source,Target
Beisen.PlatformServices.ServiceImp.dll,Beisen.Entity.dll
Beisen.PlatformServices.ServiceImp.dll,Beisen.CassandraV2.dll
Beisen.PlatformServices.ServiceImp.dll,Beisen.Cassandra.dll
Beisen.PlatformServices.ServiceImp.dll,FluentCassandra.dll
Beisen.PlatformServices.ServiceImp.dll,Microsoft.CSharp.dll
Beisen.PlatformServices.ServiceInterface.dll,Beisen.Entity.dll
Beisen.PlatformServices.ServiceInterface.dll,MySpace.Shared.dll
Beisen.PlatformServices.ServiceInterface.dll,Beisen.Common.dll
Beisen.Provisioning.dll,Beisen.Data.dll
Beisen.Provisioning.dll,Beisen.Configuration.dll
Beisen.QuestionService.ServiceImp.dll,Beisen.QuestionService.ServiceInterface.dll
Beisen.QuestionService.ServiceImp.dll,Beisen.Assessment.Model.dll
Beisen.QuestionService.ServiceImp.dll,Beisen.Logging.dll
Beisen.QuestionService.ServiceImp.dll,Beisen.BeisenUser.ServiceInterface.dll
Beisen.QuestionService.ServiceImp.dll,Microsoft.Office.Interop.Word.dll
Beisen.QuestionService.ServiceImp.dll,Beisen.Configuration.dll
Beisen.QuestionService.ServiceImp.dll,Beisen.Common.dll
Beisen.QuestionService.ServiceImp.dll,Beisen.Data.dll
Beisen.QuestionService.ServiceImp.dll,Beisen.BeisenUser.ServiceImp.dll
Beisen.QuestionService.ServiceImp.dll,Ionic.Zip.dll
Beisen.QuestionService.ServiceImp.dll,MySpace.DataRelay.Common.dll
Beisen.QuestionService.ServiceImp.dll,MySpace.DataRelay.Client.dll
Beisen.QuestionService.ServiceImp.dll,MySpace.Shared.dll
Beisen.QuestionService.ServiceImp.dll,fleXdoc.Api.dll
Beisen.Queue.dll,Ccr.Core.dll
Beisen.Queue.dll,Newtonsoft.Json.dll
Beisen.Queue.dll,Beisen.Logging.dll
Beisen.Queue.dll,Beisen.Configuration.dll
Beisen.Queue.dll,Beisen.Common.dll
Beisen.Queue.dll,EffiProz.dll
Beisen.Recruit.DiffIntoDB.dll,Beisen.Recruit.ResumeAnalyzes.dll
Beisen.Recruit.ResumeAnalyze.Extender.dll,Beisen.Recruit.ResumeAnalyzes.dll
Beisen.Recruit.ResumeAnalyzes.dll,Microsoft.ApplicationBlocks.Data.dll
Beisen.Recruiting.IndexSearch.ServiceImp.dll,Beisen.Recruiting.IndexSearch.ServiceInterface.dll
Beisen.Recruiting.IndexSearch.ServiceImp.dll,Beisen.Recruiting.Online.Model.dll
Beisen.Recruiting.IndexSearch.ServiceImp.dll,Beisen.Logging.dll
Beisen.Recruiting.IndexSearch.ServiceImp.dll,Beisen.Recruiting.Online.ServiceImp.dll
Beisen.Recruiting.IndexSearch.ServiceImp.dll,Lucene.Net.dll
Beisen.Recruiting.IndexSearch.ServiceImp.dll,Beisen.Recruiting.Online.Common.dll
Beisen.Recruiting.IndexSearch.ServiceImp.dll,Beisen.Recruiting.Online.ServiceInterface.dll
Beisen.Recruiting.IndexSearch.ServiceImp.dll,Beisen.Configuration.dll
Beisen.Recruiting.IndexSearch.ServiceInterface.dll,Beisen.Recruiting.Online.Model.dll
Beisen.Recruiting.Online.Common.dll,Beisen.Logging.dll
Beisen.Recruiting.Online.Common.dll,Beisen.Recruit.ResumeAnalyzes.dll
Beisen.Recruiting.Online.Common.dll,Beisen.PlatformServices.ServiceInterface.dll
Beisen.Recruiting.Online.Common.dll,Beisen.BeisenUser.ServiceInterface.dll
Beisen.Recruiting.Online.Common.dll,Beisen.Common.dll
Beisen.Recruiting.Online.Common.dll,Beisen.Configuration.dll
Beisen.Recruiting.Online.Common.dll,Beisen.Recruit.ResumeAnalyze.Extender.dll
Beisen.Recruiting.Online.Common.dll,Beisen.ESB.ClientProxyFactory.dll
Beisen.Recruiting.Online.Common.dll,Beisen.Recruiting.Online.Model.dll
Beisen.Recruiting.Online.Common.dll,Interop.CDO.dll
Beisen.Recruiting.Online.Common.dll,Interop.ADODB.dll
Beisen.Recruiting.Online.dll,Beisen.Recruiting.Online.ServiceInterface.dll
Beisen.Recruiting.Online.dll,Beisen.Recruiting.Online.Model.dll
Beisen.Recruiting.Online.dll,Beisen.PlatformServices.ServiceInterface.dll
Beisen.Recruiting.Online.dll,Beisen.TemplateService.ServiceInterface.dll
Beisen.Recruiting.Online.dll,Beisen.BeisenUser.ServiceInterface.dll
Beisen.Recruiting.Online.dll,Beisen.Definition.dll
Beisen.Recruiting.Online.dll,NPOI.HSSF.dll
Beisen.Recruiting.Online.dll,Beisen.Assessment.OpenAPI.ServiceInterface.dll
Beisen.Recruiting.Online.dll,Beisen.ESB.ClientProxyFactory.dll
Beisen.Recruiting.Online.dll,Beisen.Web.MvcControl2.dll
Beisen.Recruiting.Online.dll,Beisen.MVCExtension2.dll
Beisen.Recruiting.Online.dll,Beisen.HtmlHelper.Extension2.dll
Beisen.Recruiting.Online.dll,Beisen.Common.dll
Beisen.Recruiting.Online.dll,Beisen.Recruiting.Online.Common.dll
Beisen.Recruiting.Online.dll,Beisen.BeisenUser.ServiceImp.dll
Beisen.Recruiting.Online.dll,Beisen.Configuration.dll
Beisen.Recruiting.Online.dll,Beisen.Membership2.dll
Beisen.Recruiting.Online.dll,NPOI.dll
Beisen.Recruiting.Online.dll,NPOI.HPSF.dll
Beisen.Recruiting.Online.Model.dll,Beisen.Entity.dll
Beisen.Recruiting.Online.Model.dll,Beisen.Search.Core.dll
Beisen.Recruiting.Online.Model.dll,MySpace.Shared.dll
Beisen.Recruiting.Online.ServiceImp.dll,Beisen.Recruiting.Online.Model.dll
Beisen.Recruiting.Online.ServiceImp.dll,Lucene.Net.dll
Beisen.Recruiting.Online.ServiceImp.dll,Beisen.Configuration.dll
Beisen.Recruiting.Online.ServiceImp.dll,Beisen.Recruiting.Online.ServiceInterface.dll
Beisen.Recruiting.Online.ServiceImp.dll,Beisen.Recruit.ResumeAnalyzes.dll
Beisen.Recruiting.Online.ServiceImp.dll,Beisen.Logging.dll
Beisen.Recruiting.Online.ServiceImp.dll,Beisen.Recruiting.Online.Common.dll
Beisen.Recruiting.Online.ServiceImp.dll,Beisen.Data.dll
Beisen.Recruiting.Online.ServiceImp.dll,Beisen.Assessment.OpenAPI.ServiceInterface.dll
Beisen.Recruiting.Online.ServiceImp.dll,Beisen.TemplateService.ServiceInterface.dll
Beisen.Recruiting.Online.ServiceImp.dll,Beisen.Definition.dll
Beisen.Recruiting.Online.ServiceImp.dll,Beisen.Package.ServiceInterface.dll
Beisen.Recruiting.Online.ServiceImp.dll,Beisen.Search.Core.dll
Beisen.Recruiting.Online.ServiceImp.dll,Beisen.ESB.ClientProxyFactory.dll
Beisen.Recruiting.Online.ServiceImp.dll,Beisen.Recruiting.IndexSearch.ServiceInterface.dll
Beisen.Recruiting.Online.ServiceImp.dll,Beisen.Entity.dll
Beisen.Recruiting.Online.ServiceImp.dll,MySpace.Shared.dll
Beisen.Recruiting.Online.ServiceImp.dll,Beisen.HtmlHelper.Extension2.dll
Beisen.Recruiting.Online.ServiceImp.dll,Beisen.Common.dll
Beisen.Recruiting.Online.ServiceImp.dll,Beisen.Search.Client.dll
Beisen.Recruiting.Online.ServiceInterface.dll,Beisen.Recruiting.Online.Model.dll
Beisen.Recruiting.Online.ServiceInterface.dll,Beisen.Assessment.OpenAPI.ServiceInterface.dll
Beisen.Recruiting.Online.ServiceInterface.dll,Beisen.Definition.dll
Beisen.Recruiting.PageStaticize.ServiceImp.dll,Beisen.Recruiting.PageStaticize.ServiceInterface.dll
Beisen.Recruiting.PageStaticize.ServiceImp.dll,Beisen.Recruiting.Online.ServiceImp.dll
Beisen.Recruiting.PageStaticize.ServiceImp.dll,Beisen.Recruiting.Online.ServiceInterface.dll
Beisen.ReportEngine.BizVersion.dll,Beisen.Entity.dll
Beisen.ReportEngine.BizVersion.dll,MySpace.Shared.dll
Beisen.ReportEngine.BizVersion.dll,Beisen.Data.dll
Beisen.ReportEngine.Core.dll,Beisen.Configuration.dll
Beisen.ReportEngine.Core.dll,Beisen.ReportEngine.ServiceInterface.dll
Beisen.ReportEngine.Core.dll,Beisen.Logging.dll
Beisen.ReportEngine.Core.dll,Beisen.Queue.dll
Beisen.ReportEngine.Core.dll,Beisen.Common.dll
Beisen.ReportEngine.Core.dll,fleXdoc.Api.dll
Beisen.ReportEngine.Core.dll,Beisen.ReportEngine.BizVersion.dll
Beisen.ReportEngine.Core.dll,MySpace.DataRelay.Common.dll
Beisen.ReportEngine.Core.dll,MySpace.DataRelay.Client.dll
Beisen.ReportEngine.Core.dll,MySpace.Shared.dll
Beisen.ReportEngine.Core.dll,Ionic.Zip.dll
Beisen.ReportEngine.Core.dll,Beisen.PlatformServices.ServiceInterface.dll
Beisen.ReportEngine.Core.dll,Beisen.PlatformServices.ServiceImp.dll
Beisen.ReportEngine.Core.dll,Beisen.Data.dll
Beisen.ReportEngine.ServiceImp.dll,Beisen.ReportEngine.ServiceInterface.dll
Beisen.ReportEngine.ServiceImp.dll,Beisen.Logging.dll
Beisen.ReportEngine.ServiceImp.dll,Beisen.Queue.dll
Beisen.ReportEngine.ServiceImp.dll,Beisen.ReportEngine.Core.dll
Beisen.ReportEngine.ServiceImp.dll,Beisen.Common.dll
Beisen.ReportEngine.ServiceImp.dll,Beisen.Configuration.dll
Beisen.RESTful.dll,Beisen.Configuration.dll
Beisen.RESTful.dll,log4net.dll
Beisen.RESTful.dll,Beisen.Logging.dll
Beisen.Search.ActivityDispatcher.dll,Beisen.ActivityEngine.ServiceImp.dll
Beisen.Search.ActivityDispatcher.dll,Beisen.Queue.dll
Beisen.Search.ActivityDispatcher.dll,Beisen.ActivityEngine.ServiceInterface.dll
Beisen.Search.ActivityDispatcher.dll,Beisen.Search.Core.dll
Beisen.Search.ActivityDispatcher.dll,Beisen.Logging.dll
Beisen.Search.ActivityDispatcher.dll,Newtonsoft.Json.dll
Beisen.Search.ActivityDispatcher.dll,Beisen.Common.dll
Beisen.Search.ActivityDispatcher.dll,Beisen.Search.Client.dll
Beisen.Search.ActivityDispatcher.dll,Beisen.Search.Model.dll
Beisen.Search.ActivityDispatcher.dll,Beisen.Configuration.dll
Beisen.Search.Client.dll,Beisen.Search.Core.dll
Beisen.Search.Client.dll,Beisen.Search.ServiceInterface.dll
Beisen.Search.Client.dll,Beisen.Logging.dll
Beisen.Search.Client.dll,Beisen.Queue.dll
Beisen.Search.Client.dll,Json.Net.3.5.dll
Beisen.Search.Client.dll,Beisen.Common.dll
Beisen.Search.Client.dll,Beisen.Configuration.dll
Beisen.Search.Client.dll,Beisen.ESB.ClientProxyFactory.dll
Beisen.Search.Client.dll,Beisen.Search.ServiceImp.dll
Beisen.Search.Core.dll,Beisen.Lucene.dll
Beisen.Search.Core.dll,Beisen.Common.dll
Beisen.Search.Model.dll,Beisen.Search.Core.dll
Beisen.Search.Model.dll,Beisen.Common.dll
Beisen.Search.Provider.dll,Beisen.Search.Core.dll
Beisen.Search.Provider.dll,Beisen.Search.Client.dll
Beisen.Search.Provider.dll,Beisen.Search.Model.dll
Beisen.Search.Provider.dll,Beisen.Logging.dll
Beisen.Search.Provider.dll,Newtonsoft.Json.dll
Beisen.Search.Provider.dll,Beisen.Common.dll
Beisen.Search.Provider.dll,Beisen.ActivityEngine.ServiceInterface.dll
Beisen.Search.Provider.dll,Beisen.ESB.ClientProxyFactory.dll
Beisen.Search.Provider.dll,Beisen.Configuration.dll
Beisen.Search.Schema.dll,Beisen.Configuration.dll
Beisen.Search.Schema.dll,Beisen.ElasticSearch.dll
Beisen.Search.Schema.dll,Beisen.Logging.dll
Beisen.Search.Schema.dll,Beisen.Common.dll
Beisen.Search.ServiceImp.dll,Beisen.Search.ServiceInterface.dll
Beisen.Search.ServiceImp.dll,Beisen.Logging.dll
Beisen.Search.ServiceImp.dll,Beisen.Search.Core.dll
Beisen.Search.ServiceImp.dll,Beisen.ElasticSearch.dll
Beisen.Search.ServiceImp.dll,Beisen.Common.dll
Beisen.Search.ServiceInterface.dll,Beisen.Search.Core.dll
Beisen.SearchActivityService.ServiceImp.dll,Beisen.SearchActivityService.ServiceInterface.dll
Beisen.SearchActivityService.ServiceImp.dll,Beisen.Logging.dll
Beisen.SearchActivityService.ServiceImp.dll,Beisen.ActivityEngine.ServiceInterface.dll
Beisen.SearchActivityService.ServiceImp.dll,Beisen.Search.Core.dll
Beisen.SearchActivityService.ServiceImp.dll,Newtonsoft.Json.dll
Beisen.SearchActivityService.ServiceImp.dll,Beisen.Common.dll
Beisen.SearchActivityService.ServiceImp.dll,Beisen.Search.Client.dll
Beisen.SearchActivityService.ServiceImp.dll,Beisen.Search.Model.dll
Beisen.SearchActivityService.ServiceInterface.dll,Beisen.ActivityEngine.ServiceInterface.dll
Beisen.SMS.ServiceImp.dll,Beisen.SMS.ServiceInterface.dll
Beisen.SMS.ServiceImp.dll,Beisen.SMS.Model.dll
Beisen.SMS.ServiceImp.dll,Beisen.SMS.Core.dll
Beisen.SMS.ServiceImp.dll,Beisen.SMS.Common.dll
Beisen.SMS.ServiceInterface.dll,Beisen.SMS.Model.dll
Beisen.SMSService.Helper.dll,Beisen.SMSService.ServiceInterface.dll
Beisen.SMSService.Helper.dll,Beisen.Configuration.dll
Beisen.SMSService.Helper.dll,Newtonsoft.Json.dll
Beisen.SocialRecruitReport.Data.dll,Beisen.Logging.dll
Beisen.SocialRecruitReport.Data.dll,Beisen.SocialRecruitReport.Model.dll
Beisen.SocialRecruitReport.Data.dll,Beisen.Assessment.Model.dll
Beisen.SocialRecruitReport.Data.dll,Beisen.AssessmentReport.Data.dll
Beisen.SocialRecruitReport.Data.dll,Beisen.Data.dll
Beisen.SocialRecruitReport.Model.dll,Beisen.ReportEngine.ServiceInterface.dll
Beisen.SocialRecruitReport.Model.dll,Beisen.Assessment.Model.dll
Beisen.SocialRecruitReport.ServiceImp.dll,Beisen.ReportEngine.Core.dll
Beisen.SocialRecruitReport.ServiceImp.dll,Beisen.Logging.dll
Beisen.SocialRecruitReport.ServiceImp.dll,Beisen.Assessment.ServiceInterface.dll
Beisen.SocialRecruitReport.ServiceImp.dll,Beisen.ReportEngine.ServiceInterface.dll
Beisen.SocialRecruitReport.ServiceImp.dll,Beisen.AssessmentReport.Model.dll
Beisen.SocialRecruitReport.ServiceImp.dll,Beisen.SocialRecruitReport.Model.dll
Beisen.SocialRecruitReport.ServiceImp.dll,Beisen.Assessment.Model.dll
Beisen.SocialRecruitReport.ServiceImp.dll,Beisen.Common.dll
Beisen.SocialRecruitReport.ServiceImp.dll,Beisen.AssessmentReport.Data.dll
Beisen.SocialRecruitReport.ServiceImp.dll,Beisen.ReportEngine.BizVersion.dll
Beisen.SocialRecruitReport.ServiceImp.dll,Beisen.SocialRecruitReport.Workflow.dll
Beisen.SocialRecruitReport.ServiceImp.dll,Beisen.SocialRecruitReport.Data.dll
Beisen.SocialRecruitReport.ServiceImp.dll,Beisen.ESB.ClientProxyFactory.dll
Beisen.SocialRecruitReport.Workflow.dll,Beisen.SocialRecruitReport.Model.dll
Beisen.SocialRecruitReport.Workflow.dll,Beisen.ReportEngine.ServiceInterface.dll
Beisen.SocialRecruitReport.Workflow.dll,Beisen.Assessment.Model.dll
Beisen.SocialRecruitReport.Workflow.dll,Beisen.AssessmentReport.Data.dll
Beisen.SocialRecruitReport.Workflow.dll,Beisen.ESB.ClientProxyFactory.dll
Beisen.SocialRecruitReport.Workflow.dll,Beisen.Assessment.ServiceInterface.dll
Beisen.SocialRecruitReport.Workflow.dll,Beisen.Common.dll
Beisen.Succession.ServiceImp.dll,Beisen.Succession.ServiceInterface.dll
Beisen.Succession.ServiceImp.dll,Beisen.PlatformServices.ServiceInterface.dll
Beisen.Succession.ServiceImp.dll,Beisen.Definition.dll
Beisen.Succession.ServiceImp.dll,Beisen.BeisenUser.ServiceInterface.dll
Beisen.Succession.ServiceImp.dll,Beisen.Kci.ServiceInterface.dll
Beisen.Succession.ServiceImp.dll,Beisen.Data.dll
Beisen.Succession.ServiceImp.dll,Beisen.Configuration.dll
Beisen.Succession.ServiceImp.dll,Beisen.ESB.ClientProxyFactory.dll
Beisen.Succession.ServiceImp.dll,Beisen.BeisenUser.ServiceImp.dll
Beisen.Succession.ServiceImp.dll,Beisen.Common.dll
Beisen.Succession.ServiceImp.dll,Beisen.Kci.ServiceImp.dll
Beisen.SupportPlatform.Model.dll,Beisen.BSP.Helpers.dll
Beisen.SupportPlatform.Model.dll,Beisen.Configuration.dll
Beisen.SupportPlatform.Model.dll,Beisen.Common.dll
Beisen.SupportPlatform.ServiceImp.dll,Beisen.BSP.Helpers.dll
Beisen.SupportPlatform.ServiceImp.dll,Beisen.SupportPlatform.Model.dll
Beisen.SupportPlatform.ServiceImp.dll,Beisen.SupportPlatform.ServiceInterface.dll
Beisen.SupportPlatform.ServiceImp.dll,Beisen.BeisenUser.ServiceInterface.dll
Beisen.SupportPlatform.ServiceImp.dll,Beisen.Data.dll
Beisen.SupportPlatform.ServiceImp.dll,Beisen.Assessment.Model.dll
Beisen.SupportPlatform.ServiceImp.dll,EFExtensions.dll
Beisen.SupportPlatform.ServiceImp.dll,Beisen.Common.dll
Beisen.SupportPlatform.ServiceImp.dll,Beisen.SupportPlatform.Common.dll
Beisen.SupportPlatform.ServiceImp.dll,Beisen.HtmlHelper.Extension2.dll
Beisen.SupportPlatform.ServiceImp.dll,Beisen.BeisenUser.ServiceImp.dll
Beisen.SupportPlatform.ServiceImp.dll,Beisen.ESB.OpenApiAuth.dll
Beisen.SupportPlatform.ServiceImp.dll,Beisen.ReportEngine.BizVersion.dll
Beisen.SupportPlatform.ServiceInterface.dll,Beisen.SupportPlatform.Model.dll
Beisen.Survey.ServiceImp.dll,Beisen.Survey.ServiceInterface.dll
Beisen.Survey.ServiceImp.dll,Beisen.Survey.Model.dll
Beisen.Survey.ServiceImp.dll,Beisen.BeisenUser.ServiceImp.dll
Beisen.Survey.ServiceImp.dll,Beisen.Logging.dll
Beisen.Survey.ServiceImp.dll,Beisen.Assessment.OpenAPI.ServiceInterface.dll
Beisen.Survey.ServiceImp.dll,Beisen.BeisenUser.ServiceInterface.dll
Beisen.Survey.ServiceImp.dll,Beisen.Configuration.dll
Beisen.Survey.ServiceImp.dll,Beisen.Data.dll
Beisen.Survey.ServiceImp.dll,Beisen.Common.dll
Beisen.Survey.ServiceImp.dll,Beisen.ESB.ClientProxyFactory.dll
Beisen.Survey.ServiceInterface.dll,Beisen.Survey.Model.dll
Beisen.SurveyReport.Data.dll,Beisen.Logging.dll
Beisen.SurveyReport.Data.dll,Beisen.SurveyReport.Model.dll
Beisen.SurveyReport.Data.dll,DundasWinChart.dll
Beisen.SurveyReport.Data.dll,Beisen.ReportEngine.ServiceInterface.dll
Beisen.SurveyReport.Data.dll,Beisen.Data.dll
Beisen.SurveyReport.Data.dll,Beisen.Assessment.OpenAPI.ServiceImp.dll
Beisen.SurveyReport.Data.dll,Beisen.Assessment.OpenAPI.ServiceInterface.dll
Beisen.SurveyReport.Model.dll,Beisen.Assessment.OpenAPI.ServiceInterface.dll
Beisen.SurveyReport.ServiceImp.dll,Beisen.ReportEngine.Core.dll
Beisen.SurveyReport.ServiceImp.dll,Beisen.Logging.dll
Beisen.SurveyReport.ServiceImp.dll,Beisen.ReportEngine.ServiceInterface.dll
Beisen.SurveyReport.ServiceImp.dll,Beisen.SurveyReport.Model.dll
Beisen.SurveyReport.ServiceImp.dll,Beisen.Common.dll
Beisen.SurveyReport.ServiceImp.dll,Beisen.SurveyReport.Workflow.dll
Beisen.SurveyReport.Workflow.dll,Beisen.Logging.dll
Beisen.SurveyReport.Workflow.dll,Beisen.SurveyReport.Model.dll
Beisen.SurveyReport.Workflow.dll,Beisen.ReportEngine.ServiceInterface.dll
Beisen.SurveyReport.Workflow.dll,Beisen.SurveyReport.Data.dll
Beisen.SurveyReport.Workflow.dll,Beisen.Assessment.OpenAPI.ServiceInterface.dll
Beisen.TemplateService.ServiceImp.dll,Beisen.TemplateService.ServiceInterface.dll
Beisen.TemplateService.ServiceImp.dll,Beisen.Data.dll
Beisen.TemplateService.ServiceImp.dll,Beisen.Common.dll
Beisen.TextExtractionEngine.Model.dll,Beisen.Configuration.dll
Beisen.TextExtractionEngine.Model.dll,Beisen.Logging.dll
Beisen.TextExtractionEngine.Model.dll,Beisen.Common.dll
Beisen.UserPreference.ServiceImp.dll,Beisen.UserPreference.ServiceInterface.dll
Beisen.UserPreference.ServiceImp.dll,Beisen.Cassandra.dll
Beisen.UserPreference.ServiceImp.dll,FluentCassandra.dll
Beisen.UserPreference.ServiceImp.dll,Beisen.Common.dll
Beisen.Web.MvcControl2.Helper.dll,Beisen.Web.MvcControl2.dll
Beisen.Web.MvcControl2.Helper.dll,Beisen.Logging.dll
Beisen.Web.MvcControl2.Helper.dll,Beisen.PlatformServices.ServiceInterface.dll
Beisen.Web.MvcControl2.Helper.dll,Beisen.Configuration.dll
Beisen.Web.MvcControl2.Helper.dll,Beisen.ESB.ClientProxyFactory.dll
Beisen.WebExtension.dll,Beisen.Configuration.dll
Beisen.WebExtension.dll,AjaxMin.dll
Beisen.WebExtension.dll,log4net.dll
Beisen.WebExtension.dll,Beisen.NVelocity.dll
Beisen.WebExtension.dll,Beisen.Logging.dll
Beisen.WebExtension.dll,Beisen.ESB.ClientProxyFactory.dll
Beisen.WebExtension.XmlSerializers.dll,Beisen.WebExtension.dll
Beisen.YiZeReport.Data.dll,Beisen.YiZeReport.Model.dll
Beisen.YiZeReport.Data.dll,DundasWinChart.dll
Beisen.YiZeReport.Data.dll,Beisen.Configuration.dll
Beisen.YiZeReport.Data.dll,Beisen.ReportEngine.Core.dll
Beisen.YiZeReport.Data.dll,Beisen.Data.dll
Beisen.YiZeReport.Model.dll,Beisen.ReportEngine.ServiceInterface.dll
Beisen.YiZeReport.ServiceImp.dll,Beisen.ReportEngine.Core.dll
Beisen.YiZeReport.ServiceImp.dll,Beisen.Logging.dll
Beisen.YiZeReport.ServiceImp.dll,Beisen.ReportEngine.ServiceInterface.dll
Beisen.YiZeReport.ServiceImp.dll,Beisen.YiZeReport.Model.dll
Beisen.YiZeReport.ServiceImp.dll,Beisen.ESB.ClientProxyFactory.dll
Beisen.YiZeReport.ServiceImp.dll,Beisen.Assessment.ServiceInterface.dll
Beisen.YiZeReport.ServiceImp.dll,Beisen.AssessmentReport.Model.dll
Beisen.YiZeReport.ServiceImp.dll,Beisen.Common.dll
Beisen.YiZeReport.ServiceImp.dll,Beisen.ReportEngine.BizVersion.dll
Beisen.YiZeReport.ServiceImp.dll,Beisen.YiZeReport.Workflow.dll
Beisen.YiZeReport.Workflow.dll,Beisen.YiZeReport.Model.dll
Beisen.YiZeReport.Workflow.dll,Beisen.Logging.dll
Beisen.YiZeReport.Workflow.dll,Beisen.ReportEngine.ServiceInterface.dll
Beisen.YiZeReport.Workflow.dll,Beisen.YiZeReport.Data.dll
Beisen.YiZeReport.Workflow.dll,Beisen.Configuration.dll
Beisen.YiZeReport.Workflow.dll,Beisen.ReportEngine.Core.dll
BeisenSearchTests.dll,nunit.framework.dll
BeisenSearchTests.dll,Beisen.Lucene.dll
BeisenSearchTests.dll,Beisen.Search.Core.dll
BeisenSearchTests.dll,Beisen.ElasticSearch.dll
Ccr.Adaptors.WinForms.dll,Ccr.Core.dll
DocumentFormat.OpenXml.dll,WindowsBase.dll
DotNetTextBox.dll,Beisen.Recruiting.Online.Control.dll
DotNetTextBox.dll,Beisen.Recruiting.Online.Model.dll
DotNetTextBox.dll,EnvDTE.dll
DundasWinExtensions.dll,DundasWinChart.dll
DundasWinExtensions.dll,CustomChartTypeHelperWin.dll
EnvDTE.dll,stdole.dll
Enyim.Caching.dll,log4net.dll
ExcelPackage.dll,WindowsBase.dll
fleXdoc.Api.dll,DocumentFormat.OpenXml.dll
fleXdoc.Api.dll,Beisen.Common.dll
FluentCassandra.dll,Thrift.dll
FontBox-0.1.0-dev.dll,IKVM.Runtime.dll
FontBox-0.1.0-dev.dll,IKVM.GNU.Classpath.dll
IKVM.GNU.Classpath.DLL,IKVM.Runtime.dll
Interop.CDO.dll,Interop.ADODB.dll
Interop.Excel.dll,office.dll
Interop.Excel.dll,Microsoft.Vbe.Interop.dll
Interop.JRO.dll,Interop.ADODB.dll
Lucene.Net.Analysis.Cn.dll,Lucene.Net.dll
MetaDataTest.dll,Beisen.MultiTenant.MetaData.ServiceInterface.dll
MetaDataTest.dll,Microsoft.VisualStudio.QualityTools.UnitTestFramework.dll
MetaDataTest.dll,Beisen.MultiTenant.MetaData.ServiceImp.dll
MetaDataTest.dll,Beisen.Commmon.Test.dll
MetaDataTest.dll,Beisen.MultiTenant.Core.dll
microsoft.crm.sdktypeproxy.dll,Microsoft.Crm.Sdk.dll
Microsoft.Office.Interop.Word.dll,office.dll
Microsoft.Office.Interop.Word.dll,Microsoft.Vbe.Interop.dll
msmdvbanet.dll,Microsoft.VisualBasic.dll
MySpace.DataRelay.Client.dll,MySpace.Shared.dll
MySpace.DataRelay.Client.dll,MySpace.DataRelay.RelayComponent.Forwarding.dll
MySpace.DataRelay.Client.dll,MySpace.DataRelay.Common.dll
MySpace.DataRelay.Client.dll,MySpace.Logging.dll
MySpace.DataRelay.Client.dll,MySpace.SocketTransport.Client.dll
MySpace.DataRelay.Client.dll,MySpace.DataRelay.NodeFactory.dll
MySpace.DataRelay.Client.dll,Beisen.Configuration.dll
MySpace.DataRelay.Common.dll,MySpace.Shared.dll
MySpace.DataRelay.Common.dll,Beisen.Configuration.dll
MySpace.DataRelay.Common.dll,MySpace.DataRelay.NodeFactory.dll
MySpace.DataRelay.Common.dll,PowerCollections.dll
MySpace.DataRelay.Common.dll,MySpace.Logging.dll
MySpace.DataRelay.Common.dll,Ccr.Core.dll
MySpace.DataRelay.NodeFactory.dll,MySpace.Logging.dll
MySpace.DataRelay.RelayComponent.Forwarding.dll,MySpace.Shared.dll
MySpace.DataRelay.RelayComponent.Forwarding.dll,MySpace.DataRelay.Common.dll
MySpace.DataRelay.RelayComponent.Forwarding.dll,MySpace.DataRelay.NodeFactory.dll
MySpace.DataRelay.RelayComponent.Forwarding.dll,MySpace.Logging.dll
MySpace.DataRelay.RelayComponent.Forwarding.dll,Ccr.Core.dll
MySpace.DataRelay.RelayComponent.Forwarding.dll,MySpace.DataRelay.Transports.Socket.dll
MySpace.DataRelay.Transports.Socket.dll,MySpace.DataRelay.Common.dll
MySpace.DataRelay.Transports.Socket.dll,MySpace.Shared.dll
MySpace.DataRelay.Transports.Socket.dll,MySpace.ResourcePool.dll
MySpace.DataRelay.Transports.Socket.dll,MySpace.Logging.dll
MySpace.DataRelay.Transports.Socket.dll,MySpace.SocketTransport.Client.dll
MySpace.DataRelay.Transports.Socket.dll,MySpace.SocketTransport.AsyncClient.dll
MySpace.Logging.dll,log4net.dll
MySpace.ResourcePool.dll,MySpace.Shared.dll
MySpace.Shared.dll,MySpace.Logging.dll
MySpace.Shared.dll,Microsoft.VisualStudio.QualityTools.UnitTestFramework.dll
MySpace.SocketTransport.AsyncClient.dll,MySpace.Shared.dll
MySpace.SocketTransport.AsyncClient.dll,MySpace.Logging.dll
MySpace.SocketTransport.AsyncClient.dll,MySpace.SocketTransport.Common.dll
MySpace.SocketTransport.Client.dll,Beisen.Configuration.dll
MySpace.SocketTransport.Client.dll,MySpace.Logging.dll
MySpace.SocketTransport.Client.dll,MySpace.ResourcePool.dll
MySpace.SocketTransport.Client.dll,PowerCollections.dll
MySpace.SocketTransport.Common.dll,MySpace.Shared.dll
NPOI.DDF.dll,NPOI.Util.dll
NPOI.DDF.dll,ICSharpCode.SharpZipLib.dll
NPOI.dll,NPOI.POIFS.dll
NPOI.dll,NPOI.HPSF.dll
NPOI.dll,NPOI.Util.dll
NPOI.HPSF.dll,NPOI.Util.dll
